,Year,Draw,Country,Artist,Song,Language,Place,Points
360,1978,16,Denmark,Mabel,Boom Boom,Danish,16,13
361,1978,17,Luxembourg,Baccara,Parlez-vous français ?,French,7,73
362,1978,18,Israel,Izhar Cohen and the Alphabeta,A-Ba-Ni-Bi (א-ב-ני-בי),Hebrew,1,157
363,1978,19,Austria,Springtime,Mrs. Caroline Robinson,German,15,14
364,1978,20,Sweden,Björn Skifs,Det blir alltid värre framåt natten,Swedish,14,26
365,1979,01,Portugal,Manuela Bravo,"Sobe, sobe, balão sobe",Portuguese,9,64
366,1979,02,Italy,Matia Bazar,Raggio di luna,Italian,15,27
367,1979,03,Denmark,Tommy Seebach,Disco Tango,Danish,6,76
368,1979,04,Ireland,Cathal Dunne,Happy Man,English,5,80
369,1979,05,Finland,Katri Helena,Katson sineen taivaan,Finnish,14,38
370,1979,06,Monaco,Laurent Vaguener,Notre vie c'est la musique,French,16,12
371,1979,07,Greece,Elpida,Sokrati (Σωκράτη),Greek,8,69
372,1979,08,Switzerland,"Peter, Sue and Marc, Pfuri, Gorps and Kniri",Trödler und Co,German,10,60
373,1979,09,Germany,Dschinghis Khan,Dschinghis Khan,German,4,86
374,1979,10,Israel,Milk and Honey,Hallelujah (הללויה),Hebrew,1,125
375,1979,11,France,Anne-Marie David,Je suis l'enfant soleil,French,3,106
376,1979,12,Belgium,Micha Marah,Hey Nana,Dutch,18,5
377,1979,13,Luxembourg,Jeane Manson,J'ai déjà vu ça dans tes yeux,French,13,44
378,1979,14,Netherlands,Xandra,Colorado,Dutch,12,51
379,1979,15,Sweden,Ted Gärdestad,Satellit,Swedish,17,8
380,1979,16,Norway,Anita Skorgan,Oliver,Norwegian,11,57
381,1979,17,United Kingdom,Black Lace,Mary Ann,English,7,73
382,1979,18,Austria,Christina Simon,Heute in Jerusalem,German,18,5
383,1979,19,Spain,Betty Missiego,Su canción,Spanish,2,116
384,1980,01,Austria,Blue Danube,Du bist Musik,German,8,64
385,1980,02,Turkey,Ajda Pekkan,Pet'r Oil,Turkish,15,23
386,1980,03,Greece,Anna Vissi and the Epikouri,Autostop (Ωτοστόπ),Greek,13,30
387,1980,04,Luxembourg,Sophie and Magaly,Papa Pingouin,French,9,56
388,1980,05,Morocco,Samira Bensaïd,Bitaqat Hub (بطاقة حب),Arabic,18,7
389,1980,06,Italy,Alan Sorrenti,Non so che darei,Italian,6,87
390,1980,07,Denmark,Bamses Venner,Tænker altid på dig,Danish,14,25
391,1980,08,Sweden,Tomas Ledin,Just nu!,Swedish,10,47
392,1980,09,Switzerland,Paola,Cinéma,French,4,104
393,1980,10,Finland,Vesa-Matti Loiri,Huilumies,Finnish,19,6
394,1980,11,Norway,Sverre Kjelsberg and Mattis Hætta,Sámiid ædnan,Norwegian,16,15
395,1980,12,Germany,Katja Ebstein,Theater,German,2,128
396,1980,13,United Kingdom,Prima Donna,Love Enough for Two,English,3,106
397,1980,14,Portugal,José Cid,"Um grande, grande amor",Portuguese,7,71
398,1980,15,Netherlands,Maggie MacNeal,Amsterdam,Dutch,5,93
399,1980,16,France,Profil,"Hé, hé M'sieurs dames",French,11,45
400,1980,17,Ireland,Johnny Logan,What's Another Year,English,1,143
401,1980,18,Spain,Trigo Limpio,Quédate esta noche,Spanish,12,38
402,1980,19,Belgium,Telex,Euro-Vision,French,17,14
403,1981,01,Austria,Marty Brem,Wenn du da bist,German,17,20
404,1981,02,Turkey,Modern Folk Trio and Ayşegül,Dönme Dolap,Turkish,18,9
405,1981,03,Germany,Lena Valaitis,Johnny Blue,German,2,132
406,1981,04,Luxembourg,Jean-Claude Pascal,C'est peut-être pas l'Amérique,French,11,41
407,1981,05,Israel,Habibi,Halayla (הלילה),Hebrew,7,56
408,1981,06,Denmark,Debbie Cameron and Tommy Seebach,Krøller eller ej,Danish,11,41
409,1981,07,Yugoslavia,Seid Memić Vajta,Lejla (Лејла),Serbo-Croatian,15,35
410,1981,08,Finland,Riki Sorsa,Reggae OK,Finnish,16,27
411,1981,09,France,Jean Gabilou,Humanahum,French,3,125
412,1981,10,Spain,Bacchelli,Y sólo tú,Spanish,14,38
413,1981,11,Netherlands,Linda Williams,Het is een wonder,Dutch,9,51
414,1981,12,Ireland,Sheeba,Horoscopes,English,5,105
415,1981,13,Norway,Finn Kalvik,Aldri i livet,Norwegian,20,0
416,1981,14,United Kingdom,Bucks Fizz,Making Your Mind Up,English,1,136
417,1981,15,Portugal,Carlos Paião,Playback,Portuguese,18,9
418,1981,16,Belgium,Emly Starr,Samson,Dutch,13,40
419,1981,17,Greece,Yiannis Dimitras,Feggari kalokerino (Φεγγάρι καλοκαιρινό),Greek,8,55
420,1981,18,Cyprus,Island,Monika (Μόνικα),Greek,6,69
421,1981,19,Switzerland,"Peter, Sue and Marc",Io senza te,Italian,4,121
422,1981,20,Sweden,Björn Skifs,Fångad i en dröm,Swedish,10,50
423,1982,01,Portugal,Doce,Bem bom,Portuguese,13,32
424,1982,02,Luxembourg,Svetlana,Cours après le temps,French,6,78
425,1982,03,Norway,Jahn Teigen and Anita Skorgan,Adieu,Norwegian,12,40
426,1982,04,United Kingdom,Bardo,One Step Further,English,7,76
427,1982,05,Turkey,Neco,Hani?,Turkish,15,20
428,1982,06,Finland,Kojo,Nuku pommiin,Finnish,18,0
429,1982,07,Switzerland,Arlette Zola,Amour on t'aime,French,3,97
430,1982,08,Cyprus,Anna Vissi,Mono i agapi (Μόνο η αγάπη),Greek,5,85
431,1982,09,Sweden,Chips,Dag efter dag,Swedish,8,67
432,1982,10,Austria,Mess,Sonntag,German,9,57
433,1982,11,Belgium,Stella,Si tu aimes ma musique,French,4,96
434,1982,12,Spain,Lucía,Él,Spanish,10,52
435,1982,13,Denmark,Brixx,Video-video,Danish,17,5
436,1982,14,Yugoslavia,Aska,"Halo, halo (Хало, хало)",Serbo-Croatian,14,21
437,1982,15,Israel,Avi Toledano,Hora (הורה),Hebrew,2,100
438,1982,16,Netherlands,Bill van Dijk,Jij en ik,Dutch,16,8
439,1982,17,Ireland,The Duskeys,Here Today Gone Tomorrow,English,11,49
440,1982,18,Germany,Nicole,Ein bißchen Frieden,German,1,161
441,1983,01,France,Guy Bonnet,Vivre,French,8,56
442,1983,02,Norway,Jahn Teigen,Do Re Mi,Norwegian,9,53
443,1983,03,United Kingdom,Sweet Dreams,I'm Never Giving Up,English,6,79
444,1983,04,Sweden,Carola Häggkvist,Främling,Swedish,3,126
445,1983,05,Italy,Riccardo Fogli,Per Lucia,Italian,11,41
446,1983,06,Turkey,Çetin Alp,Opera,Turkish,19,0
447,1983,07,Spain,Remedios Amaya,¿Quién maneja mi barca?,Spanish,19,0
448,1983,08,Switzerland,Mariella Farré,Io così non ci sto,Italian,15,28
449,1983,09,Finland,Ami Aspelund,Fantasiaa,Finnish,11,41
450,1983,10,Greece,Christie Stasinopoulou,Mou les (Μου λες),Greek,14,32
451,1983,11,Netherlands,Bernadette,Sing Me a Song,Dutch,7,66
452,1983,12,Yugoslavia,Daniel,Džuli (Џули),Serbo-Croatian,4,125
453,1983,13,Cyprus,Stavros and Constantina,I agapi akoma zi (Η αγάπη ακόμα ζει),Greek,16,26
454,1983,14,Germany,Hoffmann and Hoffmann,Rücksicht,German,5,94
455,1983,15,Denmark,Gry Johansen,Kloden drejer,Danish,17,16
456,1983,16,Israel,Ofra Haza,Hi (חי),Hebrew,2,136
457,1983,17,Portugal,Armando Gama,Esta balada que te dou,Portuguese,13,33
458,1983,18,Austria,Westend,Hurricane,German,9,53
459,1983,19,Belgium,Pas de Deux,Rendez-vous,Dutch,18,13
460,1983,20,Luxembourg,Corinne Hermès,Si la vie est cadeau,French,1,142
461,1984,01,Sweden,Herreys,Diggi-Loo Diggi-Ley,Swedish,1,145
462,1984,02,Luxembourg,Sophie Carle,100% d'amour,French,10,39
463,1984,03,France,Annick Thoumazeau,Autant d'amoureux que d'étoiles,French,8,61
464,1984,04,Spain,Bravo,"Lady, Lady",Spanish,3,106
465,1984,05,Norway,Dollie de Luxe,Lenge leve livet,Norwegian,17,29
466,1984,06,United Kingdom,Belle and the Devotions,Love Games,English,7,63
467,1984,07,Cyprus,Andy Paul,Anna Maria Lena (Άννα Μαρία Λένα),Greek,15,31
468,1984,08,Belgium,Jacques Zegers,Avanti la vie,French,5,70
469,1984,09,Ireland,Linda Martin,Terminal 3,English,2,137
470,1984,10,Denmark,Hot Eyes,Det' lige det,Danish,4,101
471,1984,11,Netherlands,Maribelle,Ik hou van jou,Dutch,13,34
472,1984,12,Yugoslavia,Vlado and Isolda,"Ciao, amore",Serbo-Croatian,18,26
473,1984,13,Austria,Anita,Einfach weg,German,19,5
474,1984,14,Germany,Mary Roos,Aufrecht geh'n,German,13,34
475,1984,15,Turkey,"Beş Yıl Önce, On Yıl Sonra",Halay,Turkish,12,37
476,1984,16,Finland,Kirka,Hengaillaan,Finnish,9,46
477,1984,17,Switzerland,Rainy Day,Welche Farbe hat der Sonnenschein?,German,16,30
478,1984,18,Italy,Alice and Franco Battiato,I treni di Tozeur,Italian,5,70
479,1984,19,Portugal,Maria Guinot,Silêncio e tanta gente,Portuguese,11,38
480,1985,01,Ireland,Maria Christian,Wait Until the Weekend Comes,English,6,91
481,1985,02,Finland,Sonja Lumme,Eläköön elämä,Finnish,9,58
482,1985,03,Cyprus,Lia Vissi,To katalava arga (Το κατάλαβα αργά),Greek,16,15
483,1985,04,Denmark,Hot Eyes,Sku' du spørg' fra no'en?,Danish,11,41
484,1985,05,Spain,Paloma San Basilio,La fiesta terminó,Spanish,14,36
485,1985,06,France,Roger Bens,Femme dans ses rêves aussi,French,10,56
486,1985,07,Turkey,MFÖ,Didai didai dai,Turkish,14,36
487,1985,08,Belgium,Linda Lepomme,Laat me nu gaan,Dutch,19,7
488,1985,09,Portugal,Adelaide,"Penso em ti, eu sei",Portuguese,18,9
489,1985,10,Germany,Wind,Für alle,German,2,105
490,1985,11,Israel,Izhar Cohen,"Olé, Olé (עולה, עולה)",Hebrew,5,93
491,1985,12,Italy,Al Bano and Romina Power,Magic Oh Magic,Italian,7,78
492,1985,13,Norway,Bobbysocks!,La det swinge,Norwegian,1,123
493,1985,14,United Kingdom,Vikki,Love Is...,English,4,100
494,1985,15,Switzerland,Mariella Farré and Pino Gasparini,"Piano, piano",German,12,39
495,1985,16,Sweden,Kikki Danielsson,Bra vibrationer,Swedish,3,103
496,1985,17,Austria,Gary Lux,Kinder dieser Welt,German,8,60
497,1985,18,Luxembourg,"Margo, Franck Olivier, Diane Solomon,Ireen Sheer, Malcolm Roberts and Chris Roberts","Children, Kinder, Enfants",French,13,37
498,1985,19,Greece,Takis Biniaris,Miazoume (Μοιάζουμε),Greek,16,15
499,1986,01,Luxembourg,Sherisse Laurence,L'amour de ma vie,French,3,117
500,1986,02,Yugoslavia,Doris Dragović,Željo moja (Жељо моја),Serbo-Croatian,11,49
501,1986,03,France,Cocktail Chic,Européennes,French,17,13
502,1986,04,Norway,Ketil Stokkan,Romeo,Norwegian,12,44
503,1986,05,United Kingdom,Ryder,Runner in the Night,English,7,72
504,1986,06,Iceland,ICY,Gleðibankinn,Icelandic,16,19
505,1986,07,Netherlands,Frizzle Sizzle,Alles heeft ritme,Dutch,13,40
506,1986,08,Turkey,Klips ve Onlar,Halley,Turkish,9,53
507,1986,09,Spain,Cadillac,Valentino,Spanish,10,51
508,1986,10,Switzerland,Daniela Simons,Pas pour moi,French,2,140
509,1986,11,Israel,Moti Giladi and Sarai Tzuriel,Yavo Yom (יבוא יום),Hebrew,19,7
510,1986,12,Ireland,Luv Bug,You Can Count On Me,English,4,96
511,1986,13,Belgium,Sandra Kim,J'aime la vie,French,1,176
512,1986,14,Germany,Ingrid Peters,Über die Brücke geh'n,German,8,62
513,1986,15,Cyprus,Elpida,Tora zo (Τώρα ζω),Greek,20,4
514,1986,16,Austria,Timna Brauer,Die Zeit ist einsam,German,18,12
515,1986,17,Sweden,Lasse Holm and Monica Törnell,E' de' det här du kallar kärlek?,Swedish,5,78
516,1986,18,Denmark,Lise Haavik,Du er fuld af løgn,Danish,6,77
517,1986,19,Finland,Kari Kuivalainen,Never the End,Finnish,15,22
518,1986,20,Portugal,Dora,Não sejas mau para mim,Portuguese,14,28
519,1987,01,Norway,Kate Gulbrandsen,Mitt liv,Norwegian,9,65
520,1987,02,Israel,Datner and Kushnir,Shir Habatlanim (שיר הבטלנים),Hebrew,8,73
521,1987,03,Austria,Gary Lux,Nur noch Gefühl,German,20,8
522,1987,04,Iceland,Halla Margrét,Hægt og hljótt,Icelandic,16,28
523,1987,05,Belgium,Liliane Saint-Pierre,Soldiers of Love,Dutch,11,56
524,1987,06,Sweden,Lotta Engberg,Boogaloo,Swedish,12,50
525,1987,07,Italy,Umberto Tozzi and Raf,Gente di mare,Italian,3,103
526,1987,08,Portugal,Nevada,Neste barco à vela,Portuguese,18,15
527,1987,09,Spain,Patricia Kraus,No estás solo,Spanish,19,10
528,1987,10,Turkey,Seyyal Taner and Lokomotif,Şarkım Sevgi Üstüne,Turkish,22,0
529,1987,11,Greece,Bang,Stop (Στοπ),Greek,10,64
530,1987,12,Netherlands,Marcha,Rechtop in de wind,Dutch,5,83
531,1987,13,Luxembourg,Plastic Bertrand,"Amour, amour",French,21,4
532,1987,14,United Kingdom,Rikki,Only the Light,English,13,47
533,1987,15,France,Christine Minier,Les mots d'amour n'ont pas de dimanche,French,14,44
534,1987,16,Germany,Wind,Laß die Sonne in dein Herz,German,2,141
535,1987,17,Cyprus,Alexia,Aspro mavro (Άσπρο μαύρο),Greek,7,80
536,1987,18,Finland,Vicky Rosti and Boulevard,Sata salamaa,Finnish,15,32
537,1987,19,Denmark,Anne-Cathrine Herdorf and Bandjo,En lille melodi,Danish,5,83
538,1987,20,Ireland,Johnny Logan,Hold Me Now,English,1,172
539,1987,21,Yugoslavia,Novi fosili,Ja sam za ples (Ја сам за плес),Serbo-Croatian,4,92
540,1987,22,Switzerland,Carol Rich,"Moitié, moitié",French,17,26
541,1988,01,Iceland,Beathoven,Þú og þeir (Sókrates),Icelandic,16,20
542,1988,02,Sweden,Tommy Körberg,Stad i ljus,Swedish,12,52
543,1988,03,Finland,Boulevard,Nauravat silmät muistetaan,Finnish,20,3
544,1988,04,United Kingdom,Scott Fitzgerald,Go,English,2,136
545,1988,05,Turkey,MFÖ,Sufi,Turkish,15,37
546,1988,06,Spain,La Década,La chica que yo quiero (Made in Spain),Spanish,11,58
547,1988,07,Netherlands,Gerard Joling,Shangri-La,Dutch,9,70
548,1988,08,Israel,Yardena Arazi,Ben Adam (בן אדם),Hebrew,7,85
549,1988,09,Switzerland,Céline Dion,Ne partez pas sans moi,French,1,137
550,1988,10,Ireland,Jump the Gun,Take Him Home,English,8,79
551,1988,11,Germany,Maxi and Chris Garden,Lied für einen Freund,German,14,48
552,1988,12,Austria,Wilfried,Lisa Mona Lisa,German,21,0
553,1988,13,Denmark,Hot Eyes,Ka' du se hva' jeg sa'?,Danish,3,92
554,1988,14,Greece,Afroditi Frida,Clown (Κλόουν),Greek,17,10
555,1988,15,Norway,Karoline Krüger,For vår jord,Norwegian,5,88
556,1988,16,Belgium,Reynaert,Laissez briller le soleil,French,18,5
557,1988,17,Luxembourg,Lara Fabian,Croire,French,4,90
558,1988,18,Italy,Luca Barbarossa,Vivo (Ti scrivo),Italian,12,52
559,1988,19,France,Gérard Lenorman,Chanteur de charme,French,10,64
560,1988,20,Portugal,Dora,Voltarei,Portuguese,18,5
561,1988,21,Yugoslavia,Srebrna krila,Mangup (Мангуп),Serbo-Croatian,6,87
562,1989,01,Italy,Anna Oxa and Fausto Leali,Avrei voluto,Italian,9,56
563,1989,02,Israel,Gili and Galit,Derekh Hamelekh (דרך המלך),Hebrew,12,50
564,1989,03,Ireland,Kiev Connolly and the Missing Passengers,The Real Me,English,18,21
565,1989,04,Netherlands,Justine Pelmelay,Blijf zoals je bent,Dutch,15,45
566,1989,05,Turkey,Pan,Bana Bana,Turkish,21,5
567,1989,06,Belgium,Ingeborg,Door de wind,Dutch,19,13
568,1989,07,United Kingdom,Live Report,Why Do I Always Get It Wrong,English,2,130
569,1989,08,Norway,Britt Synnøve Johansen,Venners nærhet,Norwegian,17,30
570,1989,09,Portugal,Da Vinci,Conquistador,Portuguese,16,39
571,1989,10,Sweden,Tommy Nilsson,En dag,Swedish,4,110
572,1989,11,Luxembourg,Park Café,Monsieur,French,20,8
573,1989,12,Denmark,Birthe Kjær,Vi maler byen rød,Danish,3,111
574,1989,13,Austria,Thomas Forstner,Nur ein Lied,German,5,97
575,1989,14,Finland,Anneli Saaristo,La dolce vita,Finnish,7,76
576,1989,15,France,Nathalie Pâque,J'ai volé la vie,French,8,60
577,1989,16,Spain,Nina,Nacida para amar,Spanish,6,88
578,1989,17,Cyprus,Fani Polymeri and Yiannis Savvidakis,Apopse as vrethoume (Απόψε ας βρεθούμε),Greek,11,51
579,1989,18,Switzerland,Furbaz,Viver senza tei,Romansh,13,47
580,1989,19,Greece,Marianna,To diko sou asteri (Το δικό σου αστέρι),Greek,9,56
581,1989,20,Iceland,Daníel Ágúst Haraldsson,Það sem enginn sér,Icelandic,22,0
582,1989,21,Germany,Nino de Angelo,Flieger,German,14,46
583,1989,22,Yugoslavia,Riva,Rock Me,Serbo-Croatian,1,137
584,1990,01,Spain,Azúcar Moreno,Bandido,Spanish,5,96
585,1990,02,Greece,Christos Callow and Wave,Horis skopo (Χωρίς σκοπό),Greek,19,11
586,1990,03,Belgium,Philippe Lafontaine,Macédomienne,French,12,46
587,1990,04,Turkey,Kayahan,Gözlerinin Hapsindeyim,Turkish,17,21
588,1990,05,Netherlands,Maywood,Ik wil alles met je delen,Dutch,15,25
589,1990,06,Luxembourg,Céline Carzo,Quand je te rêve,French,13,38
590,1990,07,United Kingdom,Emma,Give a Little Love Back to the World,English,6,87
591,1990,08,Iceland,Stjórnin,Eitt lag enn,Icelandic,4,124
592,1990,09,Norway,Ketil Stokkan,Brandenburger Tor,Norwegian,21,8
593,1990,10,Israel,Rita,Shara Barkhovot (שרה ברחובות),Hebrew,18,16
594,1990,11,Denmark,Lonnie Devantier,Hallo Hallo,Danish,8,64
595,1990,12,Switzerland,Egon Egemann,Musik klingt in die Welt hinaus,German,11,51
596,1990,13,Germany,Chris Kempers and Daniel Kovac,Frei zu leben,German,9,60
597,1990,14,France,Joëlle Ursull,White and Black Blues,French,2,132
598,1990,15,Yugoslavia,Tajči,Hajde da ludujemo (Хајде да лудујемо),Serbo-Croatian,7,81
599,1990,16,Portugal,Nucha,Há sempre alguém,Portuguese,20,9
600,1990,17,Ireland,Liam Reilly,Somewhere in Europe,English,2,132
601,1990,18,Sweden,Edin-Ådahl,Som en vind,Swedish,16,24
602,1990,19,Italy,Toto Cutugno,Insieme: 1992,Italian,1,149
603,1990,20,Austria,Simone,Keine Mauern mehr,German,10,58
604,1990,21,Cyprus,Haris Anastasiou,Milas poli (Μιλάς πολύ),Greek,14,36
605,1990,22,Finland,Beat,Fri?,Swedish,21,8
606,1991,01,Yugoslavia,Baby Doll,Brazil (Бразил),Serbo-Croatian,21,1
607,1991,02,Iceland,Stefán and Eyfi,Nína,Icelandic,15,26
608,1991,03,Malta,Paul Giordimaina and Georgina,Could It Be,English,6,106
609,1991,04,Greece,Sophia Vossou,I anixi (Η άνοιξη),Greek,13,36
610,1991,05,Switzerland,Sandra Simó,Canzone per te,Italian,5,118
611,1991,06,Austria,Thomas Forstner,Venedig im Regen,German,22,0
612,1991,07,Luxembourg,Sarah Bray,Un baiser volé,French,14,29
613,1991,08,Sweden,Carola,Fångad av en stormvind,Swedish,1,146
614,1991,09,France,Amina,C'est le dernier qui a parlé qui a raison,French,2,146
615,1991,10,Turkey,"İzel Çeliköz, Reyhan Karaca and Can Uğurluer",İki Dakika,Turkish,12,44
616,1991,11,Ireland,Kim Jackson,Could It Be That I'm in Love,English,10,47
617,1991,12,Portugal,Dulce,Lusitana paixão,Portuguese,8,62
618,1991,13,Denmark,Anders Frandsen,Lige der hvor hjertet slår,Danish,19,8
619,1991,14,Norway,Just 4 Fun,Mrs. Thompson,Norwegian,17,14
620,1991,15,Israel,Duo Datz,Kan (כאן),Hebrew,3,139
621,1991,16,Finland,Kaija,Hullu yö,Finnish,20,6
622,1991,17,Germany,Atlantis 2000,Dieser Traum darf niemals sterben,German,18,10
623,1991,18,Belgium,Clouseau,Geef het op,Dutch,16,23
624,1991,19,Spain,Sergio Dalma,Bailar pegados,Spanish,4,119
625,1991,20,United Kingdom,Samantha Janus,A Message to Your Heart,English,10,47
626,1991,21,Cyprus,Elena Patroklou,SOS,Greek,9,60
627,1991,22,Italy,Peppino di Capri,Comme è ddoce 'o mare,Neapolitan,7,89
628,1992,01,Spain,Serafín,Todo esto es la música,Spanish,14,37
629,1992,02,Belgium,Morgane,"Nous, on veut des violons",French,20,11
630,1992,03,Israel,Dafna,Ze Rak Sport (זה רק ספורט),Hebrew,6,85
631,1992,04,Turkey,Aylin Vatankoş,Yaz Bitti,Turkish,19,17
632,1992,05,Greece,Cleopatra,Olou tou kosmou i Elpida (Όλου του κόσμου η Ελπίδα),Greek,5,94
633,1992,06,France,Kali,Monté la riviè,"French, Antillean Creole",8,73
634,1992,07,Sweden,Christer Björkman,I morgon är en annan dag,Swedish,22,9
635,1992,08,Portugal,Dina,Amor d'água fresca,Portuguese,17,26
636,1992,09,Cyprus,Evridiki,Teriazoume (Ταιριάζουμε),Greek,11,57
637,1992,10,Malta,Mary Spiteri,Little Child,English,3,123
638,1992,11,Iceland,Heart 2 Heart,Nei eða já,Icelandic,7,80
639,1992,12,Finland,Pave,"Yamma, yamma",Finnish,23,4
640,1992,13,Switzerland,Daisy Auvray,Mister Music Man,French,15,32
641,1992,14,Luxembourg,Marion Welter and Kontinent,Sou fräi,Luxembourgish,21,10
642,1992,15,Austria,Tony Wegas,Zusammen geh'n,German,10,63
643,1992,16,United Kingdom,Michael Ball,One Step Out of Time,English,2,139
644,1992,17,Ireland,Linda Martin,Why Me?,English,1,155
645,1992,18,Denmark,Lotte Nilsson and Kenny Lübcke,Alt det som ingen ser,Danish,12,47
646,1992,19,Italy,Mia Martini,Rapsodia,Italian,4,111
647,1992,20,Yugoslavia,Extra Nena,Ljubim te pesmama (Љубим те песмама),Serbian,13,44
648,1992,21,Norway,Merethe Trøan,Visjoner,Norwegian,18,23
649,1992,22,Germany,Wind,Träume sind für alle da,German,16,27
650,1992,23,Netherlands,Humphrey Campbell,Wijs me de weg,Dutch,9,67
651,1993,01,Italy,Enrico Ruggeri,Sole d'Europa,Italian,12,45
652,1993,02,Turkey,Burak Aydos,Esmer Yarim,Turkish,21,10
653,1993,03,Germany,Münchener Freiheit,Viel zu weit,German,18,18
654,1993,04,Switzerland,Annie Cotton,"Moi, tout simplement",French,3,148
655,1993,05,Denmark,Tommy Seebach Band,Under stjernerne på himlen,Danish,22,9
656,1993,06,Greece,Katy Garbi,"Ellada, hora tou fotos (Ελλάδα, χώρα του φωτός)",Greek,9,64
657,1993,07,Belgium,Barbara,Iemand als jij,Dutch,25,3
658,1993,08,Malta,William Mangion,This Time,English,8,69
659,1993,09,Iceland,Inga ,Þá veistu svarið,Icelandic,13,42
660,1993,10,Austria,Tony Wegas,Maria Magdalena,German,14,32
661,1993,11,Portugal,Anabela,A cidade (até ser dia),Portuguese,10,60
662,1993,12,France,Patrick Fiori,Mama Corsica,"French, Corsican",4,121
663,1993,13,Sweden,Arvingarna,Eloise,Swedish,7,89
664,1993,14,Ireland,Niamh Kavanagh,In Your Eyes,English,1,187
665,1993,15,Luxembourg,Modern Times,Donne-moi une chance,"French, Luxembourgish",20,11
666,1993,16,Slovenia,1X Band,Tih deževen dan,Slovene,22,9
667,1993,17,Finland,Katri Helena,Tule luo,Finnish,17,20
668,1993,18,Bosnia and Herzegovina,Fazla,Sva bol svijeta,Bosnian,16,27
669,1993,19,United Kingdom,Sonia,Better the Devil You Know,English,2,164
670,1993,20,Netherlands,Ruth Jacott,Vrede,Dutch,6,92
671,1993,21,Croatia,Put,Don't Ever Cry,"Croatian, English",15,31
672,1993,22,Spain,Eva Santamaría,Hombres,Spanish,11,58
673,1993,23,Cyprus,Zymboulakis and Van Beke,Mi stamatas (Μη σταματάς),Greek,19,17
674,1993,24,Israel,Lehakat Shiru,Shiru (שירו),"Hebrew, English",24,4
675,1993,25,Norway,Silje Vige,Alle mine tankar,Norwegian,5,120
676,1994,01,Sweden,Marie Bergman and Roger Pontare,Stjärnorna,Swedish,13,48
677,1994,02,Finland,CatCat,Bye Bye Baby,Finnish,22,11
678,1994,03,Ireland,Paul Harrington and Charlie McGettigan,Rock 'n' Roll Kids,English,1,226
679,1994,04,Cyprus,Evridiki,Ime anthropos ki ego (Είμαι άνθρωπος κι εγώ),Greek,11,51
680,1994,05,Iceland,Sigga,Nætur,Icelandic,12,49
681,1994,06,United Kingdom,Frances Ruffelle,We Will Be Free (Lonely Symphony),English,10,63
682,1994,07,Croatia,Tony Cetinski,Nek' ti bude ljubav sva,Croatian,16,27
683,1994,08,Portugal,Sara Tavares,Chamar a música,Portuguese,8,73
684,1994,09,Switzerland,Duilio,Sto pregando,Italian,19,15
685,1994,10,Estonia,Silvi Vrait,Nagu merelaine,Estonian,24,2
686,1994,11,Romania,Dan Bittman,Dincolo de nori,Romanian,21,14
687,1994,12,Malta,Moira Stafrace and Christopher Scicluna,More than Love,English,5,97
688,1994,13,Netherlands,Willeke Alberti,Waar is de zon,Dutch,23,4
689,1994,14,Germany,Mekado,Wir geben 'ne Party,German,3,128
690,1994,15,Slovakia,Martin Ďurinda and Tublatanka,Nekonečná pieseň,Slovak,19,15
691,1994,16,Lithuania,Ovidijus Vyšniauskas,Lopšinė mylimai,Lithuanian,25,0
692,1994,17,Norway,Elisabeth Andreasson and Jan Werner Danielsen,Duett,Norwegian,6,76
693,1994,18,Bosnia and Herzegovina,Alma and Dejan,Ostani kraj mene,Bosnian,15,39
694,1994,19,Greece,Kostas Bigalis and the Sea Lovers,To trehandiri (Diri Diri) (Το τρεχαντήρι (Ντίρι Ντίρι)),Greek,14,44
695,1994,20,Austria,Petra Frey,Für den Frieden der Welt,German,17,19
696,1994,21,Spain,Alejandro Abad,Ella no es ella,Spanish,18,17
697,1994,22,Hungary,Friderika Bayer,Kinek mondjam el vétkeimet?,Hungarian,4,122
698,1994,23,Russia,Youddiph,Vechny strannik (Вечный странник),Russian,9,70
699,1994,24,Poland,Edyta Górniak,To nie ja!,Polish,2,166
700,1994,25,France,Nina Morato,Je suis un vrai garçon,French,7,74
701,1995,01,Poland,Justyna,Sama,Polish,18,15
702,1995,02,Ireland,Eddie Friel,Dreamin',English,14,44
703,1995,03,Germany,Stone and Stone,Verliebt in Dich,German,23,1
704,1995,04,Bosnia and Herzegovina,Davor Popović,Dvadeset prvi vijek,Bosnian,19,14
705,1995,05,Norway,Secret Garden,Nocturne,Norwegian,1,148
706,1995,06,Russia,Philipp Kirkorov,Kolybelnaya dlya vulkana (Колыбельная для вулкана),Russian,17,17
707,1995,07,Iceland,Bo Halldórsson,Núna,Icelandic,15,31
708,1995,08,Austria,Stella Jones,Die Welt dreht sich verkehrt,German,13,67
709,1995,09,Spain,Anabel Conde,Vuelve conmigo,Spanish,2,119
710,1995,10,Turkey,Arzu Ece,Sev!,Turkish,16,21
711,1995,11,Croatia,Magazin and Lidija,Nostalgija,Croatian,6,91
712,1995,12,France,Nathalie Santamaria,Il me donne rendez-vous,French,4,94
713,1995,13,Hungary,Csaba Szigeti,Új név egy régi ház falán,Hungarian,22,3
714,1995,14,Belgium,Frédéric Etherlinck,La voix est libre,French,20,8
715,1995,15,United Kingdom,Love City Groove,Love City Groove,English,10,76
716,1995,16,Portugal,Tó Cruz,Baunilha e chocolate,Portuguese,21,5
